LV ActivePower (kW);Wind Speed (m/s);Theoretical_Power_Curve (KWh);Wind Direction (°);hour;minute
380.05;5.31;416.33;259.99;0;0
453.77;5.67;519.92;268.64;0;10
306.38;5.22;390.9;272.56;0;20
419.65;5.66;516.13;271.26;0;30
380.65;5.58;491.7;265.67;0;40
402.39;5.6;499.44;264.58;0;50
447.61;5.79;557.37;266.16;1;0
387.24;5.31;414.9;257.95;1;10
463.65;5.58;493.68;253.48;1;20
439.73;5.52;475.71;258.72;1;30
498.18;5.72;535.84;251.85;1;40
526.82;5.93;603.01;265.5;1;50
710.59;6.55;824.66;274.23;2;0
655.19;6.2;693.47;266.73;2;10
754.76;6.51;808.1;266.76;2;20
790.17;6.63;859.46;270.49;2;30
742.99;6.38;759.43;266.59;2;40
748.23;6.45;785.28;265.57;2;50
736.65;6.42;773.17;261.16;3;0
787.25;6.44;781.77;257.56;3;10
722.86;6.22;700.76;255.93;3;20
935.03;6.9;970.74;250.01;3;30
1220.61;7.61;1315.05;255.99;3;40
1053.77;7.29;1151.27;255.44;3;50
1493.81;7.94;1497.58;256.41;4;0
1724.49;8.38;1752.2;252.41;4;10
1636.94;8.24;1668.47;247.98;4;20
1385.49;7.88;1461.82;238.61;4;30
1098.93;7.1;1062.29;245.1;4;40
1021.46;6.96;996.0;245.41;4;50
1164.89;7.1;1060.86;235.23;5;0
1073.33;6.95;995.25;242.87;5;10
1165.31;7.25;1132.42;244.84;5;20
1177.99;7.29;1154.37;242.48;5;30
1170.54;7.38;1194.84;247.98;5;40
1145.54;7.45;1231.43;249.68;5;50
1114.03;7.24;1127.43;248.4;6;0
1153.19;7.33;1171.36;244.62;6;10
1125.33;7.14;1080.14;244.63;6;20
1228.73;7.47;1244.63;245.79;6;30
1021.79;7.03;1030.99;248.65;6;40
957.38;6.89;965.68;244.61;6;50
909.89;6.89;966.28;235.85;7;0
1000.95;7.22;1116.47;232.84;7;10
1024.48;7.07;1047.17;229.93;7;20
1009.53;6.94;988.45;230.14;7;30
899.49;6.54;820.42;234.93;7;40
725.11;6.18;686.64;232.84;7;50
585.26;5.82;564.93;240.33;8;0
443.91;5.45;454.77;238.13;8;10
565.25;5.82;565.35;235.8;8;20
644.04;6.13;668.82;224.96;8;30
712.06;6.35;747.46;216.8;8;40
737.39;6.35;747.6;205.79;8;50
725.87;6.19;691.55;199.85;9;0
409.0;4.98;330.42;208.0;9;10
628.44;5.96;611.28;210.95;9;20
716.1;6.21;697.65;215.69;9;30
711.5;6.11;662.24;220.84;9;40
838.15;6.46;789.01;237.07;9;50
881.06;6.67;872.74;235.67;10;0
663.7;6.16;680.33;229.33;10;10
578.26;6.01;628.44;234.9;10;20
465.62;5.56;486.78;230.42;10;30
311.05;4.96;326.41;229.54;10;40
230.06;4.6;244.32;231.8;10;50
233.99;4.55;233.63;234.11;11;0
175.59;4.26;173.57;228.78;11;10
118.13;3.89;108.57;227.94;11;20
142.2;4.04;130.23;224.46;11;30
212.57;4.51;223.2;224.95;11;40
222.61;4.54;231.24;229.13;11;50
194.18;4.32;185.6;227.04;12;0
82.64;3.63;68.5;230.31;12;10
75.9;3.71;78.4;233.95;12;20
41.95;3.25;29.29;233.07;12;30
118.53;3.78;88.87;227.75;12;40
250.76;4.69;264.12;229.9;12;50
346.86;5.0;336.72;235.28;13;0
416.42;5.36;430.92;235.59;13;10
331.94;5.02;339.98;229.94;13;20
583.48;5.97;615.06;235.7;13;30
776.55;6.66;868.18;241.46;13;40
752.73;6.6;846.03;242.78;13;50
589.07;5.98;618.73;234.98;14;0
1109.13;7.42;1219.2;235.15;14;10
1482.46;8.19;1638.51;238.48;14;20
1523.43;8.27;1691.15;237.03;14;30
1572.17;8.45;1796.76;238.33;14;40
1698.94;8.58;1875.05;235.64;14;50
1616.85;8.28;1695.54;236.46;15;0
1796.82;8.73;1974.48;234.35;15;10
1885.86;8.76;1993.17;231.0;15;20
2327.51;9.67;2568.83;227.6;15;30
2499.16;10.14;2876.75;227.73;15;40
2820.51;10.77;3186.03;225.28;15;50
2812.28;10.65;3133.26;224.68;16;0
2530.45;9.98;2781.27;225.52;16;10
2399.12;9.87;2711.49;227.27;16;20
2335.59;9.79;2651.34;229.26;16;30
2341.13;9.61;2527.95;230.74;16;40
2391.85;9.62;2531.15;229.49;16;50
2118.39;9.1;2207.79;223.96;17;0
1866.85;8.68;1938.48;219.79;17;10
1865.62;8.77;2000.01;219.04;17;20
1862.45;8.69;1946.37;215.34;17;30
1884.12;8.63;1909.42;216.28;17;40
1855.78;8.61;1899.1;214.53;17;50
1958.13;9.22;2285.92;212.18;18;0
2228.24;10.05;2822.51;210.31;18;10
2529.29;10.32;2974.87;210.59;18;20
2788.26;10.77;3183.72;207.48;18;30
2692.93;10.56;3093.11;208.55;18;40
2535.35;10.25;2938.39;208.01;18;50
2584.67;10.46;3048.82;205.75;19;0
2960.18;11.39;3393.65;200.65;19;10
3062.98;11.57;3437.6;198.12;19;20
3024.39;11.28;3362.67;198.54;19;30
3187.97;11.34;3378.83;200.49;19;40
3387.23;11.8;3488.25;199.25;19;50
3209.02;11.36;3386.24;199.81;20;0
3272.67;11.63;3452.88;198.27;20;10
3209.7;11.44;3407.87;195.63;20;20
3134.52;11.27;3360.23;196.66;20;30
2977.82;11.06;3292.88;196.52;20;40
3431.77;12.1;3537.17;198.26;20;50
3604.21;12.93;3597.47;201.58;21;0
3601.33;13.32;3600.0;201.94;21;10
3604.43;13.12;3600.0;203.51;21;20
3604.39;13.24;3600.0;202.69;21;30
3604.34;13.24;3600.0;202.94;21;40
3554.69;13.03;3600.0;201.25;21;50
3479.41;12.96;3597.79;201.34;22;0
3472.33;12.9;3597.13;200.98;22;10
3491.51;12.77;3593.7;201.0;22;20
3536.99;12.9;3597.06;200.51;22;30
3528.66;12.74;3592.81;202.9;22;40
3581.54;12.32;3562.99;202.84;22;50
3570.08;12.42;3572.56;202.41;23;0
3597.6;12.54;3582.2;201.63;23;10
3441.03;12.68;3589.95;199.32;23;20
3373.97;13.0;3600.0;197.13;23;30
3369.81;13.3;3600.0;196.49;23;40
3375.9;12.84;3595.98;195.32;23;50
3377.65;12.71;3591.3;196.04;0;0
3374.42;12.18;3547.63;197.74;0;10
3401.08;12.21;3550.31;196.81;0;20
3469.41;12.6;3585.96;193.82;0;30
3511.81;12.84;3596.0;194.35;0;40
3536.76;12.5;3578.91;196.01;0;50
3467.81;12.1;3536.11;197.95;1;0
3460.68;12.2;3549.21;201.33;1;10
3589.44;12.55;3582.7;201.19;1;20
3527.72;12.62;3586.76;202.62;1;30
3561.27;13.1;3600.0;201.77;1;40
3604.07;13.69;3600.0;199.02;1;50
3604.18;14.1;3600.0;196.26;2;0
3593.2;14.39;3600.0;195.88;2;10
3493.82;14.08;3600.0;197.64;2;20
3470.7;14.05;3600.0;197.24;2;30
3436.61;13.51;3600.0;196.0;2;40
3401.46;13.71;3600.0;192.42;2;50
3395.23;13.74;3600.0;191.01;3;0
3417.5;13.14;3600.0;192.2;3;10
3465.11;12.87;3596.51;192.77;3;20
3467.42;12.85;3596.06;192.47;3;30
3522.41;12.73;3592.42;192.57;3;40
3510.11;12.52;3580.32;195.0;3;50
3513.84;12.6;3585.77;196.04;4;0
3564.01;13.23;3600.0;196.41;4;10
3475.28;13.09;3600.0;198.52;4;20
3561.99;12.92;3597.33;198.01;4;30
3521.55;12.63;3587.76;197.66;4;40
3493.61;12.83;3595.52;201.1;4;50
3555.3;12.54;3582.11;200.36;5;0
3377.13;12.1;3537.34;196.98;5;10
3479.63;12.36;3567.39;199.8;5;20
3539.11;12.6;3586.08;201.27;5;30
3430.44;12.21;3551.16;198.98;5;40
3301.92;11.99;3520.01;202.57;5;50
3235.54;11.68;3463.03;200.7;6;0
3519.02;12.47;3576.8;197.87;6;10
3469.54;12.49;3578.75;201.1;6;20
3296.19;11.79;3485.42;200.36;6;30
3045.51;10.9;3237.31;199.46;6;40
3444.74;12.19;3548.21;202.75;6;50
3417.75;11.98;3518.51;199.4;7;0
2807.61;10.67;3144.98;197.23;7;10
2493.39;9.7;2588.59;200.32;7;20
3215.2;11.42;3400.78;200.49;7;30
3589.59;12.69;3590.57;199.53;7;40
3599.15;13.06;3600.0;200.61;7;50
3375.18;11.52;3426.92;195.85;8;0
3346.98;11.51;3424.85;197.75;8;10
3567.97;12.42;3572.34;199.16;8;20
3519.26;12.16;3544.69;198.4;8;30
3485.19;11.67;3461.27;194.66;8;40
3145.56;11.15;3321.55;195.83;8;50
2978.31;10.77;3186.23;193.17;9;0
3179.01;10.93;3247.07;195.1;9;10
3461.58;12.14;3542.07;198.29;9;20
3082.55;11.2;3337.21;200.76;9;30
3493.66;12.95;3597.68;204.08;9;40
3601.05;14.88;3600.0;197.59;9;50
3597.56;15.12;3600.0;196.35;10;0
3602.17;16.29;3600.0;196.84;10;10
3601.99;16.12;3600.0;192.23;10;20
3600.79;15.27;3600.0;190.95;10;30
3590.75;13.57;3600.0;192.95;10;40
3601.85;15.37;3600.0;194.75;10;50
3601.87;15.86;3600.0;195.04;11;0
3591.66;14.92;3600.0;197.99;11;10
3579.02;13.61;3600.0;201.49;11;20
3598.13;14.46;3600.0;200.49;11;30
3525.33;12.69;3590.53;202.23;11;40
3560.7;13.56;3600.0;202.15;11;50
3537.68;13.32;3600.0;203.29;12;0
3491.29;12.61;3586.26;201.09;12;10
3530.77;12.31;3562.63;197.54;12;20
2915.84;10.38;3006.72;200.92;12;30
2178.66;9.12;2219.69;201.02;12;40
2244.41;9.25;2308.32;198.98;12;50
1278.9;9.07;2190.7;198.24;13;0
2832.93;10.34;2988.42;196.65;13;10
3205.97;11.1;3307.71;200.15;13;20
3149.28;11.07;3296.3;198.9;13;30
3273.66;11.33;3375.74;201.14;13;40
3114.1;11.02;3277.76;204.93;13;50
3111.06;10.91;3238.71;204.81;14;0
3361.01;11.77;3481.45;209.78;14;10
3421.42;11.87;3501.13;209.6;14;20
3520.15;12.17;3545.85;208.32;14;30
3589.43;12.82;3595.39;211.18;14;40
3495.12;12.57;3584.1;209.46;14;50
3298.76;11.4;3395.93;205.62;15;0
2894.44;10.55;3087.17;200.61;15;10
3486.63;12.31;3562.06;202.06;15;20
3455.25;12.17;3545.73;203.72;15;30
3556.79;12.29;3559.7;204.61;15;40
3375.58;12.01;3523.99;201.74;15;50
3493.98;12.21;3551.32;201.72;16;0
3549.15;12.94;3597.57;199.97;16;10
3483.32;13.67;3600.0;203.87;16;20
3589.86;13.7;3600.0;204.8;16;30
3584.24;12.76;3593.42;202.65;16;40
3599.01;12.77;3593.66;201.26;16;50
3602.64;13.08;3600.0;203.44;17;0
3550.56;12.59;3585.45;205.15;17;10
3552.78;12.51;3580.14;205.01;17;20
3585.01;12.53;3581.61;204.12;17;30
3421.18;11.96;3516.31;202.0;17;40
3406.04;11.95;3513.26;194.38;17;50
3515.61;12.21;3550.54;189.52;18;0
3515.97;12.28;3558.4;190.58;18;10
3475.42;12.72;3592.04;187.61;18;20
3471.16;12.27;3557.32;189.44;18;30
3281.75;11.7;3468.16;192.26;18;40
2955.11;10.96;3259.41;190.46;18;50
3061.74;11.3;3367.81;192.86;19;0
2679.11;10.67;3141.29;194.08;19;10
2721.08;10.83;3210.35;195.2;19;20
2649.14;10.58;3102.34;195.34;19;30
2707.74;10.39;3010.96;201.8;19;40
2508.83;10.08;2841.1;204.21;19;50
2316.65;9.84;2687.69;199.75;20;0
3081.54;11.44;3406.64;200.24;20;10
3397.64;11.94;3512.98;201.17;20;20
3391.72;11.86;3498.35;201.71;20;30
3587.51;12.81;3595.14;201.35;20;40
3603.11;12.91;3597.28;201.68;20;50
3591.09;12.73;3592.27;202.41;21;0
3221.04;11.66;3459.66;202.66;21;10
2887.73;11.1;3305.04;204.06;21;20
2364.53;10.16;2888.18;203.34;21;30
1935.85;9.2;2275.21;197.8;21;40
1549.48;8.54;1852.27;195.51;21;50
1625.76;8.81;2021.75;187.48;22;0
1994.22;9.61;2523.61;188.02;22;10
2362.0;9.84;2691.85;190.66;22;20
2097.77;9.34;2364.2;196.73;22;30
1564.59;8.42;1781.9;197.02;22;40
1107.47;7.66;1339.71;188.69;22;50
1303.12;8.14;1613.85;181.66;23;0
1561.18;8.55;1857.14;173.54;23;10
1545.0;8.38;1755.63;171.38;23;20
1456.74;7.85;1445.55;179.82;23;30
1795.64;8.66;1925.37;188.24;23;40
2773.29;10.92;3244.62;179.04;23;50
2782.57;10.41;3019.33;176.93;0;0
2446.42;9.5;2468.76;174.68;0;10
3412.39;11.93;3510.68;180.67;0;20
3255.34;11.08;3298.72;183.88;0;30
2796.88;10.46;3045.47;192.19;0;40
2467.95;9.79;2655.26;197.1;0;50
1278.89;7.63;1323.91;202.94;1;0
1042.54;7.29;1150.91;207.39;1;10
609.08;6.23;703.72;217.0;1;20
175.44;4.47;216.02;222.51;1;30
112.11;4.13;147.1;215.45;1;40
271.92;5.03;344.11;202.51;1;50
737.45;6.27;717.84;211.2;2;0
1375.58;7.76;1397.52;193.61;2;10
1520.89;8.22;1658.12;172.14;2;20
1349.11;7.97;1515.65;168.36;2;30
889.13;6.79;926.04;171.13;2;40
412.12;5.54;479.45;162.7;2;50
444.6;5.49;466.62;150.28;3;0
655.73;6.08;650.19;149.64;3;10
882.57;6.69;882.73;152.22;3;20
998.38;6.85;949.01;157.16;3;30
1193.4;7.76;1395.36;152.7;3;40
1122.71;7.42;1215.66;152.08;3;50
1214.13;7.47;1243.6;154.78;4;0
1086.31;7.08;1052.77;160.22;4;10
1060.6;7.05;1040.36;165.82;4;20
1451.71;7.77;1399.15;170.84;4;30
1361.46;7.83;1436.0;173.02;4;40
1490.57;7.96;1506.78;173.98;4;50
1153.14;7.28;1149.01;176.79;5;0
953.98;7.0;1016.55;178.09;5;10
799.09;6.76;910.73;174.03;5;20
616.25;6.18;686.41;168.0;5;30
646.92;6.3;730.59;168.81;5;40
1323.68;7.52;1267.13;184.7;5;50
1568.89;8.09;1584.4;194.01;6;0
1580.9;7.85;1448.06;197.8;6;10
1495.18;7.72;1373.68;191.21;6;20
2063.87;8.85;2046.44;195.06;6;30
2368.76;9.63;2540.49;198.07;6;40
2516.42;9.77;2638.97;191.84;6;50
2108.77;9.19;2263.87;190.01;7;0
2568.11;9.93;2746.29;179.32;7;10
3445.22;12.03;3526.95;175.94;7;20
2994.11;10.87;3225.77;180.76;7;30
2594.94;10.38;3006.93;177.42;7;40
2326.83;10.34;2987.59;164.63;7;50
1941.46;9.28;2328.31;157.37;8;0
1581.49;8.26;1684.58;151.18;8;10
1013.29;7.16;1090.18;144.42;8;20
375.62;5.5;469.62;145.33;8;30
198.15;4.65;253.47;155.77;8;40
87.44;3.85;100.64;162.27;8;50
189.14;4.55;233.46;148.05;9;0
434.43;5.74;539.51;136.67;9;10
336.5;5.06;350.37;139.46;9;20
296.61;4.92;317.17;141.79;9;30
92.92;3.82;96.25;148.57;9;40
85.7;3.58;61.58;165.9;9;50
309.51;4.72;269.21;187.61;10;0
381.17;5.08;356.11;188.44;10;10
417.27;5.34;425.02;202.24;10;20
446.34;5.45;455.5;201.03;10;30
206.6;4.3;180.22;191.49;10;40
251.38;4.74;273.75;183.43;10;50
275.01;4.78;283.86;187.94;11;0
314.27;4.89;310.41;180.85;11;10
238.78;4.49;219.36;185.86;11;20
409.03;5.31;417.26;180.82;11;30
506.47;5.71;531.92;186.18;11;40
427.96;5.37;433.72;196.37;11;50
952.27;6.9;969.63;193.94;12;0
1019.91;7.24;1128.24;187.72;12;10
1015.36;6.71;890.61;185.27;12;20
979.72;6.85;950.72;183.8;12;30
379.41;5.08;355.47;185.14;12;40
841.6;6.52;814.34;189.26;12;50
672.62;6.17;683.27;189.28;13;0
452.08;5.45;454.52;190.64;13;10
559.0;5.85;575.91;196.93;13;20
331.72;5.09;359.45;193.47;13;30
212.1;4.6;243.17;197.93;13;40
79.72;3.63;67.87;199.72;13;50
183.01;4.47;216.23;205.37;14;0
279.2;4.92;316.26;204.33;14;10
460.22;5.63;505.94;209.38;14;20
647.71;6.32;736.17;211.65;14;30
685.08;6.24;706.96;212.05;14;40
709.83;6.45;786.33;211.61;14;50
493.36;5.78;554.13;212.35;15;0
366.08;5.35;425.8;216.83;15;10
183.04;4.38;196.89;220.04;15;20
7.35;3.01;16.37;238.69;15;30
12.34;3.25;28.73;238.08;15;50
65.99;3.8;93.01;221.53;17;10
157.85;4.44;208.81;225.16;17;20
50.42;3.68;74.46;220.47;17;30
88.19;4.12;144.72;222.53;17;40
242.31;4.99;332.9;220.77;17;50
262.8;4.87;304.95;222.95;18;0
584.67;5.92;598.76;212.73;18;10
298.59;5.03;343.55;216.05;18;20
279.77;5.0;335.47;206.88;18;30
823.48;6.43;780.56;208.84;18;40
883.27;7.0;1014.48;212.21;18;50
1155.17;7.63;1323.35;205.58;19;0
1400.39;8.1;1589.54;198.48;19;10
1205.1;7.52;1267.57;207.78;19;20
1292.05;7.69;1356.85;199.15;19;30
1856.18;8.46;1802.78;192.98;19;40
1928.18;9.08;2193.94;194.69;19;50
1604.43;8.44;1790.77;196.01;20;0
1600.0;7.99;1522.81;203.35;20;10
1456.09;7.94;1495.82;209.99;20;20
1386.62;7.72;1373.89;213.61;20;30
1460.36;7.77;1403.44;214.11;20;40
1894.8;8.58;1878.96;210.48;20;50
1760.42;8.34;1729.8;212.04;21;0
2010.98;9.08;2198.0;214.59;21;10
1828.82;8.68;1937.13;211.37;21;20
1960.69;9.15;2241.61;208.82;21;30
1900.45;9.19;2268.2;204.36;21;40
1549.96;8.26;1682.39;201.89;21;50
1692.69;8.49;1821.64;194.91;22;0
1931.08;8.79;2008.64;194.1;22;10
2060.15;8.96;2115.99;193.35;22;20
2069.62;9.1;2205.81;195.3;22;30
2037.27;8.73;1969.01;199.58;22;40
1594.85;8.11;1594.83;197.52;22;50
994.58;6.86;952.75;200.44;23;0
1137.29;7.28;1147.12;200.89;23;10
1267.86;7.53;1275.66;199.8;23;20
1002.46;6.95;991.79;196.68;23;30
1172.35;7.09;1054.96;199.67;23;40
1252.14;7.41;1210.23;197.45;23;50
1121.17;6.93;986.6;196.4;0;0
1183.02;7.15;1085.58;194.03;0;10
932.31;6.57;834.33;191.29;0;20
989.51;6.76;911.39;190.1;0;30
750.55;6.41;773.07;185.52;0;40
825.77;6.52;815.2;187.61;0;50
1116.49;7.06;1044.58;192.74;1;0
986.76;6.69;883.56;196.07;1;10
1018.15;6.81;932.36;194.84;1;20
659.18;6.1;656.96;192.47;1;30
729.49;6.14;673.19;190.76;1;40
864.5;6.43;779.02;194.58;1;50
1342.24;7.54;1277.73;197.98;2;0
1279.1;7.36;1188.28;197.25;2;10
1351.39;7.46;1237.65;201.22;2;20
1039.73;7.03;1030.35;199.34;2;30
876.02;6.87;960.61;194.15;2;40
754.01;6.35;746.73;196.08;2;50
1122.33;7.19;1101.65;198.14;3;0
907.8;6.64;859.99;199.43;3;10
1009.74;6.93;983.58;194.14;3;20
1806.99;8.33;1726.42;193.21;3;30
2374.84;9.53;2465.78;191.94;3;40
1779.21;8.43;1782.58;189.83;3;50
1334.98;7.49;1254.91;192.14;4;0
1562.95;8.01;1535.68;192.1;4;10
1562.12;7.94;1498.39;194.24;4;20
1464.98;7.73;1378.33;200.23;4;30
1312.36;7.46;1238.48;205.03;4;40
767.04;6.42;775.12;200.67;4;50
283.26;4.75;276.52;201.92;5;0
687.11;6.26;716.81;208.18;5;10
465.75;5.5;469.25;200.79;5;20
355.62;5.27;405.76;208.01;5;30
467.83;5.7;529.0;217.75;5;40
865.35;6.58;837.33;212.3;5;50
1512.97;7.68;1351.56;208.92;6;0
1491.7;7.9;1470.9;217.24;6;10
2004.44;8.96;2121.36;221.35;6;20
1581.48;8.08;1577.96;219.8;6;30
1431.62;7.8;1417.52;214.55;6;40
1523.79;7.98;1517.6;216.91;6;50
1693.27;8.16;1620.26;215.37;7;0
1775.04;8.25;1675.44;211.0;7;10
1875.41;8.5;1825.43;210.13;7;20
1558.06;7.96;1508.21;208.83;7;30
1811.09;8.35;1737.57;204.26;7;40
1686.13;8.14;1608.37;198.53;7;50
2362.26;9.6;2516.48;198.77;8;0
2000.86;8.98;2132.43;197.4;8;10
1169.96;7.28;1149.46;189.58;8;20
1309.22;7.52;1269.04;182.86;8;30
759.01;6.22;699.07;186.82;8;40
498.19;5.5;469.29;195.8;8;50
332.48;5.11;362.63;195.18;9;0
253.58;4.65;254.4;191.63;9;10
180.41;4.37;195.87;206.24;9;20
258.37;4.83;296.05;196.22;9;30
133.01;4.91;313.59;187.01;9;40
210.72;5.01;339.43;50.42;15;50
338.65;5.27;406.36;47.26;16;0
518.55;5.92;596.88;43.19;16;10
504.07;5.86;578.19;42.66;16;20
446.73;5.65;513.47;52.87;16;30
705.7;6.35;748.47;53.72;16;40
795.32;6.64;860.4;53.09;16;50
1012.68;7.01;1020.61;52.79;17;0
1240.82;7.56;1288.6;55.33;17;10
1282.07;7.4;1208.76;51.7;17;20
941.59;6.8;928.66;53.4;17;30
590.84;5.83;567.65;45.69;17;40
650.56;6.08;651.34;45.52;17;50
871.51;6.58;838.62;40.37;18;0
914.12;6.64;863.16;46.87;18;10
835.84;6.35;746.82;38.59;18;20
624.99;6.04;638.44;48.7;18;30
591.96;5.76;546.26;41.2;18;40
509.35;5.69;526.65;46.98;18;50
1190.82;7.07;1047.2;33.5;19;0
963.73;6.64;862.48;33.83;19;10
980.98;6.69;882.41;27.37;19;20
777.85;6.36;753.56;29.68;19;30
980.22;6.83;940.15;40.88;19;40
962.43;6.72;893.24;41.13;19;50
462.77;5.42;444.92;41.62;20;0
1139.24;6.95;995.15;35.44;20;10
1418.63;7.42;1218.77;36.22;20;20
1716.14;8.38;1755.4;39.72;20;30
1312.79;7.49;1254.39;46.13;20;40
1222.02;7.38;1196.86;45.09;20;50
703.72;6.24;709.7;42.09;21;0
470.8;5.49;467.11;33.03;21;10
387.34;5.12;367.09;30.51;21;20
402.47;5.29;409.24;27.65;21;30
460.29;5.54;480.52;28.0;21;40
619.87;6.02;629.29;25.77;21;50
470.2;5.6;497.35;23.5;22;0
691.01;6.28;721.61;23.73;22;10
827.0;6.49;803.39;20.43;22;20
892.42;6.79;922.74;25.22;22;30
907.19;6.76;913.37;30.24;22;40
545.27;5.72;536.1;29.67;22;50
688.84;6.24;707.33;30.0;23;0
591.91;5.95;606.72;29.64;23;10
660.69;6.17;683.65;30.4;23;20
747.41;6.35;749.16;30.28;23;30
1174.24;7.17;1093.91;18.97;23;40
873.48;6.63;857.47;17.23;23;50
845.21;6.55;827.51;12.58;0;0
837.06;6.4;765.54;9.43;0;10
949.49;6.8;927.21;4.96;0;20
1045.36;6.92;980.58;358.19;0;30
791.08;6.28;721.98;351.87;0;40
994.75;6.68;879.38;2.57;0;50
933.42;6.72;895.22;7.88;1;0
1049.43;7.13;1076.44;14.1;1;10
671.72;6.15;675.28;20.34;1;20
966.83;6.9;969.89;21.04;1;30
982.26;6.93;983.15;22.94;1;40
825.66;6.57;832.83;33.37;1;50
723.14;6.4;767.02;32.3;2;0
418.64;5.45;453.77;30.17;2;10
327.28;5.11;363.16;27.08;2;20
388.32;5.23;395.24;22.6;2;30
167.22;4.24;169.68;30.6;2;40
137.25;4.14;148.88;32.79;2;50
130.77;4.16;153.47;30.18;3;0
117.81;4.12;146.39;31.85;3;10
111.34;4.13;146.77;26.32;3;20
114.3;4.2;161.97;25.68;3;30
143.79;4.36;191.98;27.08;3;40
88.94;3.95;119.0;36.22;3;50
183.67;4.43;208.18;29.75;4;0
82.14;3.68;74.48;25.84;4;10
139.95;4.06;134.9;21.24;4;20
434.5;5.49;465.69;17.45;4;30
474.06;5.63;505.94;13.0;4;40
415.15;5.39;439.15;12.51;4;50
435.03;5.46;456.79;12.41;5;0
402.39;5.45;454.99;15.87;5;10
257.22;4.76;280.11;9.02;5;20
137.42;4.1;142.02;7.71;5;30
102.36;3.94;116.97;7.58;5;40
92.74;3.88;105.75;11.42;5;50
78.12;3.84;98.82;29.33;6;0
110.31;4.13;147.63;25.04;6;10
102.55;4.08;138.37;24.69;6;20
77.85;3.84;99.32;24.07;6;30
81.45;3.98;123.41;23.42;6;40
66.64;3.82;96.14;39.27;6;50
90.01;3.98;124.29;52.09;7;0
112.03;4.14;149.98;52.07;7;10
82.11;3.93;114.81;52.53;7;20
13.93;3.23;27.41;62.52;7;30
55.45;3.73;82.71;69.54;8;0
22.78;3.31;33.62;74.86;8;10
47.91;4.02;126.1;133.6;5;10
12.95;3.28;31.17;125.35;5;20
35.42;4.85;300.41;206.66;14;50
140.95;4.5;222.02;205.46;15;0
94.85;4.21;162.73;204.47;15;10
63.05;3.66;71.45;201.04;15;20
56.71;3.52;54.55;203.92;15;30
28.13;3.47;48.43;201.91;15;40
110.18;4.89;309.92;173.6;17;40
268.45;5.04;344.96;170.78;17;50
345.58;5.28;407.13;174.26;18;0
440.32;5.59;495.69;179.65;18;10
582.07;6.03;633.11;181.6;18;20
685.72;6.4;767.23;183.03;18;30
687.3;6.35;748.73;187.53;18;40
655.85;6.26;713.62;187.94;18;50
579.47;6.07;649.09;189.64;19;0
535.57;6.02;632.2;190.64;19;10
633.1;6.31;733.4;189.93;19;20
818.12;6.94;990.04;188.2;19;30
1011.15;7.42;1217.72;187.07;19;40
1323.17;8.04;1552.07;187.69;19;50
1519.58;8.35;1737.1;190.77;20;0
1859.74;9.14;2235.75;193.21;20;10
2232.94;9.69;2585.91;194.14;20;20
2404.82;10.02;2802.99;193.33;20;30
2601.98;10.41;3020.44;192.69;20;40
2888.19;10.87;3225.03;192.26;20;50
3100.97;11.16;3325.41;194.08;21;0
3401.72;11.89;3504.48;197.67;21;10
3545.33;12.38;3569.16;196.41;21;20
3581.25;12.32;3562.85;196.46;21;30
3602.82;12.87;3596.63;196.57;21;40
3603.5;12.75;3593.21;196.21;21;50
3601.66;12.58;3584.6;197.76;22;0
3474.9;11.9;3506.05;196.96;22;10
3453.72;11.88;3501.42;196.84;22;20
3373.29;11.65;3457.64;198.32;22;30
3349.33;11.59;3442.61;198.67;22;40
3350.87;11.45;3409.66;199.16;22;50
3381.18;11.58;3440.69;197.3;23;0
3129.45;11.39;3393.53;195.07;23;10
3167.54;11.59;3442.83;193.64;23;20
3057.58;11.15;3323.39;196.11;23;30
2973.5;11.12;3313.64;197.48;23;40
3086.54;11.38;3390.63;196.58;23;50
3147.28;11.41;3397.57;196.29;0;0
2947.68;11.04;3285.57;195.23;0;10
3163.64;11.78;3483.77;193.11;0;20
3443.14;12.53;3581.2;193.59;0;30
3330.93;12.12;3539.17;194.1;0;40
3083.24;11.4;3395.47;194.15;0;50
2770.95;10.6;3112.9;195.5;1;0
2660.32;10.43;3030.93;196.07;1;10
2693.02;10.48;3055.49;195.8;1;20
2655.57;10.46;3046.79;196.85;1;30
2745.9;10.52;3074.52;199.24;1;40
3073.59;11.27;3360.69;201.97;1;50
3117.31;11.34;3379.1;201.41;2;0
3298.27;11.77;3482.29;201.87;2;10
3182.3;11.44;3405.79;201.57;2;20
3299.02;11.88;3502.8;201.63;2;30
3478.1;12.29;3560.36;204.53;2;40
3583.79;12.32;3563.46;206.1;2;50
3578.46;12.31;3561.8;204.31;3;0
3585.98;12.29;3560.05;205.76;3;10
3603.32;12.68;3590.21;207.27;3;20
3603.59;12.72;3591.72;206.65;3;30
3602.95;12.86;3596.31;205.01;3;40
3602.8;12.82;3595.24;206.71;3;50
3597.19;12.61;3586.34;205.19;4;0
3584.74;12.79;3594.44;204.67;4;10
3554.15;13.15;3600.0;203.11;4;20
3517.23;13.13;3600.0;204.06;4;30
3476.66;13.29;3600.0;204.26;4;40
3455.77;13.49;3600.0;202.63;4;50
3445.3;13.68;3600.0;202.71;5;0
3425.48;13.67;3600.0;204.09;5;10
