LV ActivePower (kW);Wind Speed (m/s);Theoretical_Power_Curve (KWh);Wind Direction (°);hour;minute
2741.08;10.64;3130.64;58.11;14;40
2529.51;10.12;2862.01;58.11;14;50
2837.27;10.89;3232.07;58.5;15;0
2926.83;11.03;3283.28;59.17;15;10
3297.32;11.81;3488.9;61.86;15;20
2863.43;10.67;3144.75;60.12;15;30
2468.45;9.68;2574.07;57.64;15;40
2794.08;10.7;3155.51;59.44;15;50
3020.33;11.38;3389.5;59.17;16;0
3138.98;11.36;3383.98;57.37;16;10
3364.28;12.07;3532.41;58.76;16;20
3050.93;11.32;3373.79;58.78;16;30
2557.96;10.12;2865.11;57.44;16;40
2142.55;9.17;2255.84;57.12;16;50
2913.26;10.94;3251.96;57.48;17;0
3191.56;12.01;3523.19;59.19;17;10
3276.92;12.0;3521.25;59.31;17;20
2856.39;10.69;3152.46;58.3;17;30
3231.31;11.46;3412.21;59.35;17;40
2792.4;10.73;3169.41;57.55;17;50
2778.46;10.77;3184.55;53.69;18;0
2142.74;9.21;2279.04;52.17;18;10
2916.28;11.03;3281.79;57.12;18;20
3073.77;11.33;3377.24;55.05;18;30
2883.24;11.01;3277.12;56.19;18;40
3068.92;11.27;3359.76;57.12;18;50
3010.18;10.85;3215.41;56.56;19;0
3315.51;11.94;3512.92;58.57;19;10
3056.41;11.38;3391.96;58.86;19;20
2954.68;11.17;3328.41;57.53;19;30
2460.12;9.94;2753.21;55.47;19;40
2489.94;10.08;2838.64;55.94;19;50
2855.62;10.94;3250.77;59.5;20;0
2842.95;10.82;3203.18;57.76;20;10
2920.89;11.13;3317.53;59.88;20;20
3029.52;11.24;3351.93;58.76;20;30
3109.89;11.34;3380.43;60.1;20;40
2584.02;10.25;2938.03;60.15;20;50
2819.28;10.81;3199.87;60.36;21;0
2403.71;9.97;2771.0;61.01;21;10
2734.56;10.66;3138.39;60.12;21;20
2437.79;9.94;2752.94;58.7;21;30
2450.13;10.1;2851.81;61.83;21;40
2432.54;10.04;2814.51;60.95;21;50
2349.82;9.94;2751.13;62.85;22;0
1624.89;8.26;1680.94;59.82;22;10
2167.34;9.43;2423.46;65.21;22;20
2062.64;9.07;2191.67;58.81;22;30
1728.77;8.69;1949.21;64.51;22;40
1850.67;8.65;1921.05;61.91;22;50
1785.35;8.72;1967.45;60.19;23;0
1977.96;9.23;2293.07;59.74;23;10
1359.51;7.74;1382.89;60.85;23;20
1706.95;8.55;1857.0;62.44;23;30
1558.19;8.2;1646.34;59.54;23;40
2079.72;9.29;2334.86;60.06;23;50
2115.19;9.3;2341.97;61.7;0;0
2062.52;9.21;2279.42;62.4;0;10
2139.93;9.37;2384.68;61.77;0;20
2003.31;9.21;2281.32;62.79;0;30
1849.28;8.85;2045.57;59.12;0;40
2176.12;9.48;2455.3;56.88;0;50
2078.71;9.47;2453.56;63.38;1;0
2003.13;9.09;2199.2;59.25;1;10
1686.55;8.5;1830.16;60.56;1;20
1962.67;9.17;2257.23;61.94;1;30
2061.07;9.2;2274.05;62.12;1;40
2320.51;9.88;2714.09;65.59;1;50
2779.12;10.79;3192.05;64.44;2;0
2691.79;10.38;3006.66;61.77;2;10
2728.82;10.5;3065.68;61.69;2;20
2496.05;10.3;2963.44;66.29;2;30
2550.37;10.46;3046.22;62.67;2;40
2640.81;10.28;2954.05;62.94;2;50
2873.65;10.79;3193.42;60.17;3;0
2767.76;10.7;3157.31;58.49;3;10
2986.48;11.35;3382.7;61.82;3;20
2886.13;11.1;3305.53;62.67;3;30
2484.05;10.07;2836.83;62.12;3;40
2481.93;9.98;2776.51;61.25;3;50
2646.3;10.47;3052.63;63.05;4;0
2482.52;10.02;2802.24;64.24;4;10
3173.39;11.61;3447.37;65.62;4;20
2857.2;10.79;3194.78;63.58;4;30
2568.65;10.39;3014.14;66.69;4;40
2238.22;9.62;2528.64;67.0;4;50
2591.59;10.24;2932.65;66.72;5;0
2127.71;9.46;2444.79;66.48;5;10
1812.39;8.69;1944.74;65.37;5;20
2049.7;9.21;2280.15;67.08;5;30
2161.25;9.35;2372.39;63.18;5;40
2140.76;9.46;2446.61;68.01;5;50
1675.97;8.38;1755.38;65.7;6;0
2155.6;9.4;2405.97;68.8;6;10
2180.73;9.47;2447.4;67.1;6;20
2680.27;10.65;3135.06;65.52;6;30
2442.76;10.15;2880.07;63.44;6;40
1532.31;8.23;1664.28;64.89;6;50
2198.16;9.59;2511.32;62.49;7;0
1449.73;7.98;1517.39;57.99;7;10
1207.37;7.56;1291.36;58.04;7;20
1501.81;8.19;1639.4;58.7;7;30
943.17;6.89;968.45;54.63;7;40
802.12;6.51;811.08;55.48;7;50
1375.09;7.86;1453.37;58.73;8;0
1513.79;7.95;1500.93;54.73;8;10
1649.31;8.32;1716.11;55.31;8;20
1841.66;8.72;1963.13;58.6;8;30
2323.4;9.8;2659.28;57.02;8;40
1475.45;8.0;1532.68;54.89;8;50
1696.44;8.41;1773.54;57.7;9;0
2352.77;9.75;2623.26;60.64;9;10
2340.72;9.73;2609.78;57.49;9;20
2122.56;9.53;2463.97;57.66;9;30
2078.11;9.32;2351.86;56.72;9;40
1595.13;8.09;1580.57;56.51;9;50
1483.19;7.92;1484.38;55.49;10;0
1337.9;7.79;1409.54;60.09;10;10
1558.44;8.24;1667.43;60.75;10;20
1463.32;8.06;1564.42;60.82;10;30
1129.68;7.25;1131.25;57.45;10;40
1216.42;7.55;1281.94;55.96;10;50
840.89;6.53;819.25;48.67;11;0
1367.09;7.72;1373.11;51.53;11;10
1322.69;7.76;1395.87;52.12;11;20
1151.38;7.47;1243.17;53.19;11;30
966.83;6.98;1005.77;53.79;11;40
905.63;6.74;903.94;47.89;11;50
1017.99;6.96;996.55;41.95;12;0
1311.07;7.83;1434.19;45.55;12;10
965.77;6.93;983.36;46.1;12;20
1190.08;7.42;1215.09;48.8;12;30
1187.17;7.38;1194.97;46.79;12;40
1121.71;7.33;1170.87;52.41;12;50
938.04;6.85;948.64;52.71;13;0
1443.59;7.87;1456.24;41.97;13;10
1481.21;8.14;1613.74;44.89;13;20
1070.7;7.26;1135.26;53.34;13;30
1072.85;7.3;1157.72;53.38;13;40
1054.84;7.1;1061.96;49.26;13;50
546.68;6.84;947.27;54.71;14;0
812.34;7.2;1108.56;49.35;14;10
1460.62;8.16;1620.88;53.14;14;20
1582.67;8.29;1700.82;54.95;14;30
1861.88;8.96;2115.62;56.1;14;40
903.22;6.91;973.81;53.62;14;50
1115.93;7.44;1225.63;55.29;15;0
1032.66;7.28;1147.6;54.64;15;10
1169.53;7.48;1250.17;55.56;15;20
1218.3;7.62;1318.94;57.08;15;30
1457.44;8.21;1650.72;57.8;15;40
1503.91;8.18;1632.4;59.51;15;50
1151.34;7.48;1247.21;55.56;16;0
994.93;7.14;1081.88;58.04;16;10
1097.27;7.42;1216.93;57.67;16;20
1215.49;7.72;1373.04;60.81;16;30
1485.84;8.17;1625.97;62.42;16;40
1347.2;7.84;1442.38;63.66;16;50
1339.62;7.97;1510.49;65.42;17;0
1328.63;7.88;1459.39;65.91;17;10
1237.7;7.73;1381.31;66.83;17;20
1195.68;7.65;1335.58;69.88;17;30
1253.92;7.78;1408.41;69.6;17;40
1331.49;7.92;1482.99;69.84;17;50
1205.27;7.68;1354.13;71.88;18;0
986.83;7.29;1154.07;69.84;18;10
1121.02;7.52;1270.36;69.85;18;20
1047.33;7.37;1192.25;69.37;18;30
799.19;6.79;924.92;70.04;18;40
793.86;6.8;929.17;69.58;18;50
764.1;6.69;882.99;70.11;19;0
800.76;6.82;938.15;71.15;19;10
759.06;6.75;908.72;69.06;19;20
559.45;6.08;651.45;70.54;19;30
558.33;5.96;610.81;72.4;19;40
577.91;6.04;637.66;72.69;19;50
606.81;6.38;759.33;72.89;20;0
467.54;5.75;544.53;75.79;20;10
706.42;6.77;917.14;74.89;20;20
734.92;6.9;971.99;74.01;20;30
730.0;6.66;869.54;75.24;20;40
716.65;6.88;962.62;78.78;20;50
633.48;6.7;884.79;79.8;21;0
459.56;6.02;632.4;82.64;21;10
494.04;6.09;655.82;80.41;21;20
619.63;6.26;714.68;77.32;21;30
718.02;6.72;895.04;77.81;21;40
783.37;6.88;964.73;75.0;21;50
861.86;7.11;1065.43;76.84;22;0
915.58;7.19;1103.52;76.86;22;10
951.35;7.38;1196.44;76.07;22;20
1105.85;7.73;1376.75;76.31;22;30
1172.42;7.77;1400.14;76.12;22;40
892.21;7.0;1017.29;75.55;22;50
699.36;6.67;872.43;75.18;23;0
651.22;6.61;847.77;74.97;23;10
691.23;6.73;896.89;75.83;23;20
524.98;6.23;703.83;74.53;23;30
495.45;6.25;711.88;72.65;23;40
489.37;6.22;699.09;72.76;23;50
437.7;6.08;651.61;74.54;0;0
364.4;5.69;524.05;76.71;0;10
416.12;5.8;560.32;77.25;0;20
487.22;6.2;694.25;75.41;0;30
516.24;6.17;682.36;76.8;0;40
565.53;6.28;723.22;74.75;0;50
591.26;6.43;777.82;73.02;1;0
698.29;6.61;849.59;71.26;1;10
697.76;6.57;831.92;71.07;1;20
740.04;6.71;890.11;71.51;1;30
694.76;6.58;838.62;72.32;1;40
807.29;6.88;963.82;75.71;1;50
910.48;7.12;1070.61;76.47;2;0
1036.38;7.31;1163.48;75.77;2;10
1089.6;7.46;1238.63;75.39;2;20
1332.83;8.04;1553.48;74.75;2;30
1317.21;8.03;1544.73;73.12;2;40
1293.9;8.08;1574.22;75.92;2;50
1325.81;8.09;1582.61;76.22;3;0
1330.38;8.24;1669.62;75.64;3;10
1209.34;8.08;1573.97;75.97;3;20
1289.16;8.13;1603.69;74.1;3;30
1144.13;7.78;1405.71;75.01;3;40
1132.67;8.1;1587.78;76.53;3;50
1543.32;9.03;2165.43;76.51;4;0
1620.71;8.59;1885.95;73.49;4;10
1286.68;7.97;1514.51;73.97;4;20
1135.98;7.89;1469.2;76.04;4;30
1158.72;7.79;1414.52;74.57;4;40
1028.95;7.65;1338.84;75.12;4;50
1158.94;7.82;1428.64;73.73;5;0
1232.96;7.82;1426.93;71.73;5;10
1291.7;7.94;1496.56;72.78;5;20
1451.81;8.46;1802.2;74.44;5;30
1685.87;8.89;2071.93;73.48;5;40
1554.33;8.39;1758.36;70.2;5;50
1345.73;8.05;1559.54;68.46;6;0
983.07;7.36;1186.1;68.44;6;10
1017.01;7.36;1188.99;70.18;6;20
1051.12;7.43;1219.75;70.59;6;30
1011.57;7.42;1216.15;70.44;6;40
1049.75;7.54;1279.46;68.4;6;50
1105.98;7.61;1314.68;69.35;7;0
872.68;6.98;1006.4;66.13;7;10
599.51;6.18;687.5;64.82;7;20
514.14;5.87;581.55;66.33;7;30
780.69;6.78;919.65;68.56;7;40
967.96;7.06;1043.25;69.58;7;50
1068.77;7.36;1188.01;69.47;8;0
979.66;7.18;1096.76;67.75;8;10
877.19;6.84;946.07;70.23;8;20
1027.48;7.28;1146.48;70.17;8;30
768.18;6.64;863.2;68.51;8;40
788.06;6.68;877.62;69.12;8;50
698.1;6.47;792.9;71.55;9;0
601.39;6.3;731.74;73.06;9;10
610.88;6.36;750.57;70.76;9;20
644.05;6.46;788.86;75.5;9;30
644.3;6.47;796.01;75.17;9;40
468.23;5.82;564.42;71.49;9;50
373.47;5.4;441.6;67.99;10;0
321.26;5.11;364.29;70.57;10;10
346.45;5.15;374.15;65.94;10;20
695.09;6.3;730.86;63.84;10;30
902.79;7.02;1023.41;69.61;10;40
695.62;6.52;812.42;71.88;10;50
674.1;6.37;757.0;66.47;11;0
723.34;6.6;846.81;69.73;11;10
868.93;6.87;959.39;66.42;11;20
931.22;6.93;985.17;58.97;11;30
840.11;6.86;953.29;60.51;11;40
669.42;6.25;710.9;56.5;11;50
468.02;5.57;489.1;57.67;12;0
586.03;5.92;598.1;59.06;12;10
616.16;6.26;717.01;55.74;12;20
754.74;6.57;833.62;57.9;12;30
866.15;6.8;926.65;55.85;12;40
788.65;6.58;838.56;57.91;12;50
646.99;6.18;686.89;59.56;13;0
657.5;6.15;674.09;61.02;13;10
688.92;6.37;754.65;58.46;13;20
559.28;6.01;626.28;53.01;13;30
894.35;6.87;958.25;53.21;13;40
619.78;6.14;672.28;58.71;13;50
495.23;5.85;575.6;56.63;14;0
475.55;5.57;489.68;55.9;14;10
663.61;6.14;670.67;50.57;14;20
1227.77;7.57;1295.98;57.28;14;30
1256.53;7.68;1354.01;55.03;14;40
1350.91;7.66;1343.87;52.27;14;50
1030.11;7.02;1024.95;46.96;15;0
1235.91;7.56;1288.76;51.07;15;10
816.4;6.65;864.81;56.2;15;20
1424.58;7.85;1446.69;54.94;15;30
1640.34;8.11;1596.23;55.16;15;40
1266.69;7.3;1155.01;49.2;15;50
1115.47;7.24;1126.72;51.71;16;0
1842.59;8.79;2007.8;61.64;16;10
1156.01;7.32;1164.52;62.27;16;20
1395.4;7.79;1412.71;55.93;16;30
511.61;5.61;500.19;50.21;16;40
1299.18;7.66;1339.44;58.48;16;50
668.53;5.99;620.95;52.96;17;0
1107.63;7.13;1076.43;54.06;17;10
1718.89;8.6;1887.56;61.97;17;20
1485.7;8.18;1632.71;63.24;17;30
1291.78;7.76;1397.87;57.18;17;40
1487.23;7.89;1469.22;54.99;17;50
2034.04;9.12;2222.79;56.24;18;0
2134.09;9.39;2396.63;61.77;18;10
1913.12;9.04;2172.28;62.4;18;20
1729.15;8.68;1937.88;65.2;18;30
1730.63;8.57;1869.35;64.02;18;40
1873.54;8.99;2135.14;65.97;18;50
1301.93;7.85;1444.33;66.75;19;0
1771.47;8.71;1961.57;69.04;19;10
1075.56;7.19;1101.96;70.71;19;20
1068.33;7.33;1172.45;68.1;19;30
1464.7;8.25;1677.45;68.05;19;40
1538.14;8.35;1734.76;65.0;19;50
1358.49;8.01;1533.76;65.97;20;0
1471.74;8.22;1657.34;67.88;20;10
1236.84;7.75;1387.92;71.33;20;20
1546.35;8.48;1813.22;71.33;20;30
1634.21;8.53;1846.12;71.62;20;40
1804.34;9.07;2188.69;74.82;20;50
1822.81;8.97;2122.28;71.24;21;0
1851.06;8.9;2076.68;70.86;21;10
1540.1;8.4;1764.49;69.23;21;20
1552.74;8.35;1736.72;67.44;21;30
1869.52;8.98;2129.74;70.34;21;40
1984.08;9.32;2354.59;72.51;21;50
1613.44;8.55;1859.48;71.62;22;0
1861.0;8.93;2096.9;67.9;22;10
1789.77;8.81;2025.46;69.45;22;20
1800.55;8.87;2063.09;67.69;22;30
1287.31;7.93;1489.88;68.25;22;40
1071.65;7.5;1259.97;67.05;22;50
1119.95;7.49;1250.69;62.73;23;0
1492.32;8.28;1691.6;65.8;23;10
1491.11;8.29;1697.62;67.52;23;20
1470.37;8.18;1633.37;65.59;23;30
1322.96;7.9;1473.09;64.4;23;40
1322.19;7.91;1478.42;68.43;23;50
1240.87;7.78;1407.88;69.89;0;0
1466.12;8.43;1786.55;65.75;0;10
1392.74;8.19;1640.85;61.82;0;20
1027.68;7.33;1170.75;61.7;0;30
1068.15;7.44;1225.79;61.55;0;40
1147.93;7.48;1247.87;62.05;0;50
1003.9;7.21;1112.08;59.31;1;0
990.52;7.21;1112.33;58.46;1;10
749.12;6.61;850.24;57.85;1;20
672.2;6.46;788.52;61.68;1;30
575.7;6.01;627.33;62.3;1;40
496.44;5.81;562.21;60.74;1;50
499.93;5.95;609.04;56.01;2;0
683.76;6.51;810.27;53.15;2;10
849.37;6.87;957.14;51.73;2;20
668.76;6.45;788.2;51.92;2;30
463.9;5.81;563.31;51.79;2;40
394.02;5.58;491.88;46.3;2;50
508.13;5.82;564.89;42.93;3;0
443.55;5.82;565.01;51.32;3;10
375.02;5.47;459.58;51.44;3;20
382.79;5.51;472.13;50.57;3;30
535.96;6.09;655.19;54.17;3;40
479.49;5.89;588.58;52.86;3;50
431.29;5.67;518.75;48.86;4;0
647.11;6.41;769.57;57.79;4;10
536.06;6.06;644.87;50.1;4;20
576.86;6.17;682.56;60.48;4;30
702.19;6.61;851.44;57.16;4;40
590.47;6.22;700.96;55.83;4;50
519.15;6.02;629.38;55.75;5;0
754.85;6.72;895.24;52.05;5;10
732.69;6.67;872.94;52.59;5;20
869.2;6.98;1008.5;52.01;5;30
947.97;7.26;1137.36;60.14;5;40
1151.3;7.67;1349.71;58.85;5;50
926.28;7.13;1073.47;58.23;6;0
901.26;7.05;1037.62;57.62;6;10
858.25;7.08;1052.73;61.76;6;20
744.43;6.76;911.61;61.78;6;30
634.23;6.47;794.89;57.1;6;40
679.81;6.45;787.69;55.48;6;50
656.64;6.28;723.62;55.21;7;0
344.87;5.26;401.69;58.36;7;10
269.56;4.82;293.17;56.35;7;20
371.13;5.45;454.5;61.13;7;30
292.37;4.95;323.81;53.75;7;40
257.58;4.87;305.85;56.39;7;50
81.04;3.63;67.53;41.65;8;0
199.34;4.42;205.12;34.4;8;10
249.82;4.65;254.54;30.14;8;20
312.03;5.13;368.22;33.95;8;30
253.52;4.79;286.87;26.68;8;40
269.54;4.89;310.36;23.15;8;50
265.44;4.9;312.37;22.42;9;0
236.89;4.78;282.62;27.83;9;10
169.75;4.4;200.44;35.71;9;20
105.9;4.07;136.72;53.34;9;30
31.27;3.4;41.82;51.48;9;40
290.66;5.1;360.02;49.03;10;0
249.87;4.85;299.9;45.35;10;10
207.52;4.59;240.92;55.57;10;20
186.02;4.24;168.52;48.33;10;30
411.42;5.38;434.75;57.36;10;40
640.25;5.98;617.27;55.07;10;50
388.05;5.22;391.71;59.34;11;0
313.15;5.11;364.26;64.59;11;10
378.45;5.43;449.0;61.74;11;20
385.2;5.17;380.12;51.61;11;30
325.53;5.09;358.29;44.0;11;40
381.75;5.07;352.86;51.62;11;50
545.06;5.77;550.44;56.22;12;0
474.56;5.53;478.85;58.83;12;10
487.84;5.67;517.87;60.09;12;20
810.24;6.66;870.49;60.62;12;30
575.58;6.01;628.19;62.53;12;40
521.07;5.72;535.74;50.55;12;50
663.7;6.31;734.74;50.99;13;0
737.85;6.51;811.1;56.19;13;10
866.91;6.88;963.69;55.47;13;20
784.2;6.65;865.61;58.56;13;30
1036.15;7.31;1163.58;58.42;13;40
845.77;6.78;919.82;57.83;13;50
900.15;7.03;1030.12;58.81;14;0
950.63;7.07;1046.61;61.27;14;10
1026.58;7.19;1101.94;63.95;14;20
948.93;7.07;1048.63;59.96;14;30
1293.59;7.78;1408.01;64.95;14;40
1207.81;7.64;1332.86;63.07;14;50
1296.13;7.76;1394.43;58.24;15;0
1225.06;7.5;1259.46;51.41;15;10
1020.17;7.07;1049.78;52.75;15;20
816.63;6.63;856.37;53.99;15;30
953.53;6.82;937.49;54.81;15;40
1619.85;8.42;1776.77;62.74;15;50
1425.52;7.98;1520.92;63.62;16;0
1835.85;8.86;2055.37;62.63;16;10
1565.08;8.23;1662.66;65.29;16;20
1593.24;8.37;1745.55;67.49;16;30
1131.47;7.38;1195.46;65.64;16;40
1071.7;7.36;1188.94;65.12;16;50
1124.72;7.4;1204.74;67.54;17;0
1401.09;7.97;1512.03;64.6;17;10
1246.41;7.65;1339.01;65.35;17;20
1187.42;7.52;1268.23;67.3;17;30
630.81;6.25;710.12;71.11;17;40
801.67;6.62;851.94;72.69;17;50
561.45;5.93;602.57;72.54;18;0
638.0;6.31;732.09;68.61;18;10
999.37;7.16;1091.52;69.38;18;20
1052.15;7.05;1038.55;73.52;18;30
1151.2;7.65;1333.85;69.57;18;40
1013.93;7.27;1141.46;69.07;18;50
1126.85;7.46;1237.11;67.29;19;0
1423.96;8.06;1565.87;68.5;19;10
1279.14;7.84;1440.41;65.09;19;20
1363.15;7.94;1495.54;69.95;19;30
1443.19;8.13;1607.73;69.03;19;40
1405.62;8.04;1553.64;71.0;19;50
1607.84;8.37;1749.91;70.64;20;0
1381.6;8.05;1557.51;72.58;20;10
910.48;7.02;1025.52;72.23;20;20
860.05;6.87;957.47;72.55;20;30
735.11;6.43;780.68;75.67;20;40
826.61;6.59;843.29;73.37;20;50
817.26;6.62;853.78;74.91;21;0
533.51;5.62;504.21;79.29;21;10
643.0;6.02;631.58;76.98;21;20
435.59;5.25;401.14;79.49;21;30
584.04;5.93;601.96;74.97;21;40
860.71;6.76;910.81;75.26;21;50
730.65;6.44;781.99;73.02;22;0
737.32;6.55;824.85;74.75;22;10
1064.41;7.31;1162.21;71.99;22;20
1133.59;7.46;1235.53;70.64;22;30
1079.13;7.4;1208.93;70.49;22;40
1286.43;7.68;1353.8;72.21;22;50
1455.14;8.07;1570.67;71.73;23;0
1633.41;8.44;1788.89;73.5;23;10
1623.08;8.47;1809.5;75.59;23;20
1470.91;8.29;1700.49;76.3;23;30
1385.88;8.16;1625.71;74.9;23;40
1074.82;7.14;1082.41;77.78;23;50
854.46;6.69;884.15;76.48;0;0
950.63;6.94;987.4;76.1;0;10
779.42;6.41;771.73;75.97;0;20
585.17;5.93;600.6;78.13;0;30
405.09;5.06;351.39;83.94;0;40
443.11;5.0;336.51;86.21;0;50
372.07;4.96;325.49;86.23;1;0
713.74;6.41;769.84;79.53;1;10
696.28;6.28;721.28;78.78;1;20
731.06;6.56;828.63;75.11;1;30
532.58;5.62;505.44;77.66;1;40
943.71;7.19;1102.57;76.02;1;50
830.78;6.99;1010.19;72.74;2;0
1239.04;7.75;1387.65;72.11;2;10
1267.39;7.94;1495.64;74.13;2;20
1420.21;8.17;1627.9;73.02;2;30
1527.93;8.32;1715.58;69.12;2;40
1370.09;8.18;1636.54;64.75;2;50
1066.06;7.39;1202.31;67.33;3;0
1093.15;7.48;1246.11;66.54;3;10
1008.58;7.2;1109.91;65.77;3;20
941.8;7.06;1044.37;65.61;3;30
885.51;6.97;1004.49;68.33;3;40
1272.6;7.83;1432.04;65.71;3;50
1624.97;8.46;1802.6;65.75;4;0
1261.69;7.82;1430.08;67.41;4;10
1848.24;9.04;2167.97;67.66;4;20
1635.87;8.61;1896.92;67.22;4;30
1648.83;8.58;1874.94;65.62;4;40
2016.76;9.29;2335.31;65.67;4;50
2101.35;9.48;2454.57;65.38;5;0
1974.15;9.18;2262.96;64.86;5;10
1897.79;9.1;2208.06;68.64;5;20
1783.12;8.82;2030.17;70.73;5;30
1223.15;7.76;1393.04;73.3;5;40
1130.74;7.47;1242.49;69.2;5;50
1058.87;7.18;1099.65;69.65;6;0
1356.59;7.85;1446.25;70.15;6;10
1321.14;7.85;1443.68;65.18;6;20
1137.82;7.48;1248.45;63.45;6;30
872.59;6.83;943.2;62.89;6;40
1321.25;7.89;1469.41;66.75;6;50
1646.52;8.63;1909.5;69.42;7;0
1208.29;7.64;1332.06;66.58;7;10
1241.97;7.62;1318.93;71.35;7;20
1218.69;7.7;1361.36;70.21;7;30
1394.94;8.05;1560.97;72.79;7;40
1132.57;7.43;1222.5;73.63;7;50
814.54;6.65;864.43;74.56;8;0
994.69;7.27;1143.15;72.87;8;10
898.24;6.96;1000.01;72.94;8;20
1026.15;7.32;1165.19;73.88;8;30
912.99;6.99;1011.91;75.76;8;40
901.71;6.98;1006.33;73.0;8;50
1006.75;7.16;1090.12;73.93;9;0
712.44;6.37;757.27;72.04;9;10
534.77;5.98;617.72;69.96;9;20
691.26;6.4;765.69;67.28;9;30
700.74;6.53;817.9;62.76;9;40
460.2;5.66;517.08;66.17;9;50
766.62;6.66;869.77;71.21;10;0
686.19;6.39;765.32;69.77;10;10
491.41;5.74;542.19;69.2;10;20
600.94;6.16;678.62;66.22;10;30
892.68;7.04;1031.88;67.77;10;40
762.21;6.62;852.78;63.36;10;50
810.92;6.75;909.32;64.16;11;0
632.63;6.33;741.66;66.56;11;10
589.47;6.15;674.3;71.05;11;20
708.05;6.54;823.15;64.84;11;30
785.76;6.72;893.22;66.78;11;40
636.65;6.36;754.01;66.29;11;50
470.77;5.57;489.37;64.69;12;0
865.21;6.91;975.96;62.58;12;10
961.28;7.11;1067.88;65.96;12;20
817.39;6.84;947.35;65.42;12;30
775.38;6.72;893.3;65.51;12;40
669.8;6.32;738.05;62.48;12;50
498.97;5.76;547.17;63.04;13;0
835.99;6.89;967.22;57.43;13;10
624.84;6.16;679.94;50.51;13;20
639.6;6.17;683.02;49.41;13;30
584.93;6.02;630.01;53.6;13;40
653.04;6.29;727.45;56.27;13;50
901.11;6.98;1005.97;58.06;14;0
1005.3;7.31;1160.74;61.89;14;10
1077.2;7.33;1172.68;61.75;14;20
954.79;7.1;1059.63;64.59;14;30
1167.01;7.42;1214.36;61.0;14;40
1251.94;7.64;1333.4;59.78;14;50
1307.28;7.87;1454.98;57.91;15;0
933.26;6.94;991.23;50.5;15;10
715.12;6.31;734.89;54.22;15;20
820.63;6.78;919.08;56.59;15;30
635.41;6.19;690.59;56.58;15;40
1044.97;7.25;1130.39;59.79;15;50
1166.54;7.54;1277.45;58.56;16;0
1281.62;7.64;1330.28;56.77;16;10
1621.17;8.38;1753.41;60.82;16;20
1289.48;7.66;1341.13;62.25;16;30
1336.42;7.82;1427.02;64.04;16;40
1351.82;7.84;1437.24;63.55;16;50
1340.54;7.82;1427.99;66.6;17;0
1291.11;7.72;1374.99;70.26;17;10
810.7;6.59;839.91;75.18;17;20
462.31;5.32;417.79;82.18;17;30
655.36;5.98;616.99;81.04;17;40
887.54;6.92;980.96;77.84;17;50
936.96;7.16;1091.03;76.58;18;0
604.84;6.09;654.65;78.04;18;10
509.53;5.54;479.56;81.18;18;20
497.17;5.63;508.3;78.92;18;30
553.58;5.47;460.55;82.94;18;40
497.14;5.5;469.48;82.01;18;50
525.77;5.66;515.69;80.87;19;0
230.73;4.31;182.69;81.47;19;10
207.02;4.23;166.79;83.57;19;20
350.43;4.9;311.13;81.82;19;30
136.88;3.95;117.88;83.27;19;40
318.33;4.73;272.28;85.61;19;50
137.03;3.76;85.83;94.6;20;0
107.63;3.27;30.67;90.09;20;10
814.44;7.53;1274.07;41.36;17;0
1239.81;7.55;1283.44;41.05;17;10
1718.45;8.61;1896.5;40.42;17;20
1764.38;8.77;1998.77;42.34;17;30
1607.21;8.19;1640.4;42.25;17;40
1607.3;8.22;1660.8;38.77;17;50
1597.72;8.16;1620.94;41.97;18;0
1662.77;8.44;1792.9;40.74;18;10
1571.52;8.08;1575.33;39.69;18;20
826.2;6.52;815.06;40.23;18;30
679.01;6.29;726.69;40.2;18;40
752.65;6.47;795.48;39.42;18;50
761.39;6.48;798.1;42.54;19;0
653.08;6.24;709.31;42.28;19;10
897.66;6.82;937.53;38.67;19;20
802.15;6.61;851.14;36.87;19;30
674.17;6.35;747.23;44.77;19;40
820.54;6.76;912.55;45.06;19;50
794.56;6.73;899.73;46.62;20;0
691.19;6.42;775.48;50.99;20;10
847.62;6.86;956.29;51.22;20;20
932.93;7.02;1025.66;50.84;20;30
991.13;7.17;1095.07;44.63;20;40
938.89;7.13;1075.42;49.26;20;50
933.19;6.98;1005.76;49.17;21;0
801.11;6.7;887.08;47.75;21;10
807.68;6.79;924.07;50.9;21;20
734.15;6.62;853.63;50.65;21;30
975.62;7.11;1064.56;43.54;21;40
1037.09;7.24;1126.91;41.79;21;50
920.98;7.05;1040.54;45.72;22;0
884.17;6.97;1002.25;46.48;22;10
791.47;6.64;860.0;38.35;22;20
652.36;6.31;735.39;41.08;22;30
510.09;5.93;601.23;44.82;22;40
430.89;5.65;514.29;51.27;22;50
416.48;5.6;499.45;53.76;23;0
319.57;5.19;384.89;56.77;23;10
358.97;5.45;455.52;66.48;23;20
322.44;5.2;387.41;58.9;23;30
240.17;4.75;277.91;43.06;23;40
247.7;4.8;287.96;44.0;23;50
189.19;4.54;230.73;39.36;0;0
271.93;4.98;331.19;35.42;0;10
266.48;4.93;319.08;44.31;0;20
428.07;5.7;528.94;37.06;0;30
366.64;5.5;469.38;44.38;0;40
330.93;5.23;394.06;46.86;0;50
476.49;5.69;524.53;49.28;1;0
477.16;5.74;539.28;47.66;1;10
430.81;5.69;526.26;52.8;1;20
